"participant","trial_no","group","time","recalled","word","recall_acc","recall_rt","study_pos","test_pos","image","item_type","id"
"56fdff4ee0f9ff000f19c466",1,"older",1,"ESTATE","WRITER",FALSE,5.932165,3,1,"dice","mis-match",1329
"56fdff4ee0f9ff000f19c466",1,"older",2,"NATION","NATION",TRUE,2.50075,2,2,"tyre","new-new",1329
"56fdff4ee0f9ff000f19c466",1,"older",3,"CANDY","CANDY",TRUE,2.148915,0,3,"pawn","match",1329
"56fdff4ee0f9ff000f19c466",1,"older",4,"BEAUTY","AREA",FALSE,2.15001,1,4,"helmet","old-new",1329
"56fdff4ee0f9ff000f19c466",2,"older",1,"LETTER","LETTER",TRUE,5.437345,1,1,"stool","match",1330
"56fdff4ee0f9ff000f19c466",2,"older",2,"LEADER","LEADER",TRUE,4.192005,3,2,"crown","mis-match",1330
"56fdff4ee0f9ff000f19c466",2,"older",3,"SHOTS","SHOTS",TRUE,2.05145,2,3,"windmill","old-new",1330
"56fdff4ee0f9ff000f19c466",2,"older",4,"WEAPON","WEAPON",TRUE,4.5396,0,4,"perfume","new-new",1330
"56fdff4ee0f9ff000f19c466",3,"older",1,"SPEECH","SPEECH",TRUE,6.39255,3,1,"spoon","new-new",1331
"56fdff4ee0f9ff000f19c466",3,"older",2,"TEAR","TEAR",TRUE,2.072915,1,2,"calendar","new-new",1331
"56fdff4ee0f9ff000f19c466",3,"older",3,"WEAPON","FRIEND",FALSE,2.24598,2,3,"planet","new-new",1331
"56fdff4ee0f9ff000f19c466",3,"older",4,"?","BATH",FALSE,5.0316,0,4,"taxi","new-new",1331
"56fdff4ee0f9ff000f19c466",4,"older",1,"PILLS","PILLS",TRUE,4.23175,2,1,"map","old-new",1332
"56fdff4ee0f9ff000f19c466",4,"older",2,"POLICY","POLICY",TRUE,2.36562,1,2,"boot","mis-match",1332
"56fdff4ee0f9ff000f19c466",4,"older",3,"BELT","BELT",TRUE,2.25979,3,3,"peg","new-new",1332
"56fdff4ee0f9ff000f19c466",4,"older",4,"POLICY","PLENTY",FALSE,4.81529,0,4,"daisy","match",1332
"56fdff4ee0f9ff000f19c466",5,"older",1,"WOMAN","WOMEN",FALSE,5.880735,1,1,"stamp","new-new",1333
"56fdff4ee0f9ff000f19c466",5,"older",2,"YARD","YARD",TRUE,2.165475,2,2,"wheelbarrow","new-new",1333
"56fdff4ee0f9ff000f19c466",5,"older",3,"AGENT","AGENT",TRUE,2.20102,0,3,"watch","new-new",1333
"56fdff4ee0f9ff000f19c466",5,"older",4,"CASINO","CASINO",TRUE,2.08263,3,4,"pepper","new-new",1333
"56fdff4ee0f9ff000f19c466",6,"older",1,"SPIRIT","SPIRIT",TRUE,5.429775,0,1,"sunflower","new-new",1334
"56fdff4ee0f9ff000f19c466",6,"older",2,"MONTH","FEET",FALSE,3.630165,1,2,"cart","new-new",1334
"56fdff4ee0f9ff000f19c466",6,"older",3,"FEET","PENNY",FALSE,4.48051,3,3,"tray","new-new",1334
"56fdff4ee0f9ff000f19c466",6,"older",4,"PENNY","MONTH",FALSE,2.31645,2,4,"backpack","new-new",1334
"56fdff4ee0f9ff000f19c466",7,"older",1,"SERIES","ESTATE",FALSE,7.264515,2,1,"runner","mis-match",1335
"56fdff4ee0f9ff000f19c466",7,"older",2,"SERIES","SERIES",TRUE,3.197195,1,2,"coin","match",1335
"56fdff4ee0f9ff000f19c466",7,"older",3,"GLASS","IDEAS",FALSE,2.43193,3,3,"sun","new-new",1335
"56fdff4ee0f9ff000f19c466",7,"older",4,"IDEAS","GLASS",FALSE,1.731895,0,4,"dart","old-new",1335
"56fdff4ee0f9ff000f19c466",8,"older",1,"HOUSE","PHOTO",FALSE,4.393445,1,1,"candle","old-new",1336
"56fdff4ee0f9ff000f19c466",8,"older",2,"LOTS","LOTS",TRUE,4.38075,3,2,"cathedral","mis-match",1336
"56fdff4ee0f9ff000f19c466",8,"older",3,"SYSTEM","SYSTEM",TRUE,2.23202,2,3,"ring","match",1336
"56fdff4ee0f9ff000f19c466",8,"older",4,"HOUSE","HOUSE",TRUE,2.083465,0,4,"mirror","new-new",1336
"56fdff4ee0f9ff000f19c466",9,"older",1,"RECORD","RECORD",TRUE,8.43089,0,1,"frame","new-new",1337
"56fdff4ee0f9ff000f19c466",9,"older",2,"DIRT","DIRT",TRUE,2.129495,3,2,"hanger","new-new",1337
"56fdff4ee0f9ff000f19c466",9,"older",3,"SAKE","SAKE",TRUE,2.439495,1,3,"anchor","new-new",1337
"56fdff4ee0f9ff000f19c466",9,"older",4,"PRINCE","PRINCE",TRUE,1.89874,2,4,"cap","new-new",1337
"56fdff4ee0f9ff000f19c466",10,"older",1,"FLIGHT","FLIGHT",TRUE,4.663525,1,1,"shovel","new-new",1338
"56fdff4ee0f9ff000f19c466",10,"older",2,"DANGER","DANGER",TRUE,3.611995,2,2,"cherry","old-new",1338
"56fdff4ee0f9ff000f19c466",10,"older",3,"ARTIST","ARTIST",TRUE,2.098465,3,3,"wheel","match",1338
"56fdff4ee0f9ff000f19c466",10,"older",4,"YEAR","YEAR",TRUE,1.594335,0,4,"kettle","mis-match",1338
"56fdff4ee0f9ff000f19c466",11,"older",1,"TOILET","TOILET",TRUE,4.110485,2,1,"diamond","match",1339
"56fdff4ee0f9ff000f19c466",11,"older",2,"?","NIGHT",FALSE,1.751475,0,2,"goose","new-new",1339
"56fdff4ee0f9ff000f19c466",11,"older",3,"CARS","CARS",TRUE,3.098705,1,3,"microphone","old-new",1339
"56fdff4ee0f9ff000f19c466",11,"older",4,"CLOCK","CLOCK",TRUE,1.43176,3,4,"pencil","mis-match",1339
"56fdff4ee0f9ff000f19c466",12,"older",1,"GODS","GODS",TRUE,5.065025,3,1,"bench","new-new",1340
"56fdff4ee0f9ff000f19c466",12,"older",2,"BOYS","BOYS",TRUE,1.97969,2,2,"razor","new-new",1340
"56fdff4ee0f9ff000f19c466",12,"older",3,"ROOFF","ROOF",FALSE,1.56556,0,3,"megaphone","new-new",1340
"56fdff4ee0f9ff000f19c466",12,"older",4,"COPS","COPS",TRUE,3.983425,1,4,"tractor","new-new",1340
"56fdff4ee0f9ff000f19c466",13,"older",1,"STYLE","HOTEL",FALSE,4.11565,2,1,"skateboard","new-new",1341
"56fdff4ee0f9ff000f19c466",13,"older",2,"FOOD","FOOD",TRUE,1.665125,1,2,"rug","new-new",1341
"56fdff4ee0f9ff000f19c466",13,"older",3,"STYLE","STYLE",TRUE,2.14628,0,3,"aeroplane","new-new",1341
"56fdff4ee0f9ff000f19c466",13,"older",4,"DOZEN","DOZEN",TRUE,1.566015,3,4,"balcony","new-new",1341
"56fdff4ee0f9ff000f19c466",14,"older",1,"HONEY","HONEY",TRUE,4.147335,3,1,"suitcase","match",1342
"56fdff4ee0f9ff000f19c466",14,"older",2,"BODY","JUNGLE",FALSE,7.4303,0,2,"salt","mis-match",1342
"56fdff4ee0f9ff000f19c466",14,"older",3,"LIFE","LIFE",TRUE,4.081645,1,3,"carrot","new-new",1342
"56fdff4ee0f9ff000f19c466",14,"older",4,"BODY","BODY",TRUE,2.68063,2,4,"gorilla","old-new",1342
"56fdff4ee0f9ff000f19c466",15,"older",1,"FLESH","FLESH",TRUE,4.895775,1,1,"pear","new-new",1343
"56fdff4ee0f9ff000f19c466",15,"older",2,"MOMENT","MOMENT",TRUE,2.78688,3,2,"mushroom","mis-match",1343
"56fdff4ee0f9ff000f19c466",15,"older",3,"FAMILY","FAMILY",TRUE,2.732685,2,3,"scissors","match",1343
"56fdff4ee0f9ff000f19c466",15,"older",4,"KIND","KIND",TRUE,1.254445,0,4,"monkey","old-new",1343
"56fdff4ee0f9ff000f19c466",16,"older",1,"GIRL","GIRL",TRUE,3.23189,2,1,"basket","match",1344
"56fdff4ee0f9ff000f19c466",16,"older",2,"DEMON","RIVER",FALSE,3.20073,3,2,"motorbike","mis-match",1344
"56fdff4ee0f9ff000f19c466",16,"older",3,"DEMON","DEMON",TRUE,2.46303,1,3,"bolt","new-new",1344
"56fdff4ee0f9ff000f19c466",16,"older",4,"CLIENT","CLIENT",TRUE,2.666355,0,4,"telephone","old-new",1344
"58c2923ada66280001b3c5ad",1,"older",1,"AREA","NIGHT",FALSE,6.652,1,1,"tyre","mis-match",929
"58c2923ada66280001b3c5ad",1,"older",2,"SERIES","SERIES",TRUE,2.95,3,2,"rug","match",929
"58c2923ada66280001b3c5ad",1,"older",3,"BATH","BATH",TRUE,2.832,0,3,"anchor","old-new",929
"58c2923ada66280001b3c5ad",1,"older",4,"BLOOS","DEMON",FALSE,2.955,2,4,"pawn","new-new",929
"58c2923ada66280001b3c5ad",2,"older",1,"DIRT","SALE",FALSE,5.515,1,1,"megaphone","new-new",930
"58c2923ada66280001b3c5ad",2,"older",2,"CANDY","CANDY",TRUE,7.697,0,2,"taxi","new-new",930
"58c2923ada66280001b3c5ad",2,"older",3,"DIRT","DIRT",TRUE,3.355,2,3,"scissors","new-new",930
"58c2923ada66280001b3c5ad",2,"older",4,"FLIGHT","FLIGHT",TRUE,3.865,3,4,"bolt","new-new",930
"58c2923ada66280001b3c5ad",3,"older",1,"PENNY","PENNY",TRUE,4.726,2,1,"monkey","match",931
"58c2923ada66280001b3c5ad",3,"older",2,"WEAPON","WEAPON",TRUE,4.417,0,2,"wheel","mis-match",931
"58c2923ada66280001b3c5ad",3,"older",3,"MILLER","MILLER",TRUE,3.45,1,3,"cap","old-new",931
"58c2923ada66280001b3c5ad",3,"older",4,"?","BODY",FALSE,3.457,3,4,"pencil","new-new",931
"58c2923ada66280001b3c5ad",4,"older",1,"LOTS","LOTS",TRUE,5.05,0,1,"stool","new-new",932
"58c2923ada66280001b3c5ad",4,"older",2,"IDEA","IDEAS",FALSE,3.181,2,2,"mirror","new-new",932
"58c2923ada66280001b3c5ad",4,"older",3,"VALLEY","VALLEY",TRUE,4.364,1,3,"bench","new-new",932
